advertiser,election,topic,spend_week,spend_month,spend
WINSENATE,PA-SEN,Abortion,2024_10/15-10/28,2024_10,29027.47175
AFP ACTION,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_11,1376.873158
SAM BROWN US SENATE,NV-SEN,Abortion,2024_10/29-11/11,2024_11,1832.4984
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/01-10/07,2024_10,12.4999
DAVE MCCORMICK US SENATE,PA-SEN,Immigration,2024_10/01-10/06,2024_10,152.4995
ONE NATION,NV-SEN,Immigration,2024_10/01-10/07,2024_10,9.9999
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,83.7496
NRSC,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,247.498485
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/08-10/21,2024_10,53.1246725
ENVIRONMENTAL DEFENSE FUND,NV-SEN,Climate & Energy,2024_10/01-10/14,2024_10,7797.4981
ONE NATION,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,7.499895
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/15-10/28,2024_10,19.9999
ONE NATION,NV-SEN,Immigration,2024_10/15-10/21,2024_10,9.9999
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/15-10/20,2024_10,17189.9965
DSCC,PA-SEN,Economy & Labor,2024_10/15-10/20,2024_10,29605.61412
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,14.9999875
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/29-11/11,2024_11,17.4999975
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/01-10/07,2024_10,75367.4814
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/29-11/03,2024_11,19904.9965
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/08-10/14,2024_10,434266.6607
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,38.74968
FORWARD BLUE,PA-SEN,Abortion,2024_10/29-11/03,2024_11,694.99717
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/08-10/21,2024_10,2582.495813
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/15-10/21,2024_10,13993.11591
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/15-10/28,2024_10,214.9991875
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,27401.24177
DSCC,NV-SEN,Abortion,2024_10/22-10/28,2024_10,4052.4948
WINSENATE,NV-SEN,Economy & Labor,2024_10/01-10/06,2024_10,28789.9991
WINSENATE,PA-SEN,Abortion,2024_10/08-10/13,2024_10,126555.5586
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_10/22-10/27,2024_10,19.9999
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,2.5
DSCC,PA-SEN,Abortion,2024_10/08-10/21,2024_10,2731.869553
ENVIRONMENTAL DEFENSE FUND,NV-SEN,Climate & Energy,2024_10/08-10/13,2024_10,23077.4972
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/29-11/03,2024_11,22.4998
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/08-10/13,2024_10,3278.746425
AFP ACTION,NV-SEN,Economy & Labor,2024_10/22-11/04,2024_10,259.9992
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/29-11/11,2024_11,5287.4978
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/29-11/04,2024_10,11596.23649
NRSC,NV-SEN,Economy & Labor,2024_10/08-10/14,2024_10,16607.4841
ONE NATION,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,91.8746675
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,103397.478
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_10/29-11/03,2024_11,793.1239875
WINSENATE,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,21791.85025
AFP ACTION,NV-SEN,Economy & Labor,2024_10/08-10/21,2024_10,177.4994
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,37.5
JEFF GUNTER US SENATE,NV-SEN,Climate & Energy,2024_10/01-10/06,2024_10,2.5
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,2.5
ONE NATION,NV-SEN,Economy & Labor,2024_10/22-11/04,2024_10,2.5
ABC PAC,PA-SEN,Economy & Labor,2024_10/08-10/13,2024_10,1301.872125
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,21199.9961
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,37071.23469
DUTY AND HONOR,PA-SEN,Immigration,2024_10/15-10/21,2024_10,24.999885
NRSC,NV-SEN,Economy & Labor,2024_10/15-10/21,2024_10,61284.9837
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/01-10/14,2024_10,4026.245168
ONE NATION,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,35.6247925
SAM BROWN US SENATE,NV-SEN,Abortion,2024_10/29-11/04,2024_10,679.9984
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,24.999885
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,19.999885
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_11,103947.4905
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/15-10/20,2024_10,71771.80081
AFP ACTION,NV-SEN,Economy & Labor,2024_10/29-11/11,2024_11,69.9996
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,4.999895
FRONTIERS OF FREEDOM,PA-SEN,Abortion,2024_10/29-11/11,2024_11,12.499895
AFP ACTION,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,821.2463775
DUTY AND HONOR,PA-SEN,Immigration,2024_10/29-11/04,2024_11,13.1248925
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/22-10/27,2024_10,684.9984
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/29-11/11,2024_11,9274.9963
WINSENATE,PA-SEN,Economy & Labor,2024_10/08-10/14,2024_10,78209.29939
WINSENATE,PA-SEN,Abortion,2024_11/05-11/11,2024_11,28364.34975
WINSENATE,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,261456.033
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/01-10/14,2024_10,8539.9994
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/01-10/06,2024_10,6700.6235
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/08-10/21,2024_10,5
DUTY AND HONOR,PA-SEN,Immigration,2024_10/01-10/06,2024_10,10.6248925
DSCC,NV-SEN,Abortion,2024_11/05-11/11,2024_11,677.4988
NRSC,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,710.6212525
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,NV-SEN,Economy & Labor,2024_10/01-10/07,2024_10,2.5
ABC PAC,PA-SEN,Economy & Labor,2024_10/01-10/06,2024_10,1567.496723
JACKY ROSEN US SENATE,NV-SEN,Education,2024_10/01-10/06,2024_10,707.4994
AFP ACTION,NV-SEN,Economy & Labor,2024_10/01-10/06,2024_10,389.9996
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,402615.4592
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,100018.6981
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/22-10/28,2024_10,363.1236525
DAVE MCCORMICK US SENATE,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,4.9999
NRSC,PA-SEN,Economy & Labor,2024_10/08-10/14,2024_10,253013.0497
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,38719.9947
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/15-10/20,2024_10,35.6246825
DSCC,NV-SEN,Abortion,2024_10/29-11/03,2024_11,499.9989
DAVE MCCORMICK US SENATE,PA-SEN,Immigration,2024_10/22-10/28,2024_10,2.5
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/08-10/21,2024_10,21139.9953
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,4228.743203
LCV,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,37577.48032
NRSC,PA-SEN,Immigration,2024_10/01-10/07,2024_10,5166.8704
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,35577.4955
ONE NATION,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,25.6247775
DSCC,PA-SEN,Immigration,2024_10/29-11/04,2024_11,128.1240975
AFP ACTION,NV-SEN,Economy & Labor,2024_10/15-10/21,2024_10,1369.997
BOB CASEY US SENATE,PA-SEN,Education,2024_10/08-10/14,2024_10,81476.80939
DSCC,NV-SEN,Education,2024_10/29-11/11,2024_11,8172.4965
ENVIRONMENTAL DEFENSE FUND,NV-SEN,Climate & Energy,2024_10/08-10/21,2024_10,12589.997
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/29-11/04,2024_10,26962.4873
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/29-11/04,2024_11,209422.9365
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_11,755.621935
NRSC,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,22997.4917
AMERICAN CROSSROADS,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_11,25319.35833
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/29-11/04,2024_11,20534.9927
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/01-10/14,2024_10,10218.11448
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/22-11/04,2024_10,70979.9958
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/22-10/27,2024_10,1444.9972
DSCC,PA-SEN,Abortion,2024_10/08-10/13,2024_10,2648.119853
JEFF GUNTER US SENATE,NV-SEN,Climate & Energy,2024_10/08-10/14,2024_10,5
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/01-10/07,2024_10,31247.4934
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,2292.4974
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/15-10/21,2024_10,147687.3461
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/22-10/27,2024_10,4545.620273
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/29-11/04,2024_11,4220.618978
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/22-10/28,2024_10,252.4985
WINSENATE,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_11,32445.58664
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,74999.92632
AFP ACTION,PA-SEN,Economy & Labor,2024_10/08-10/14,2024_10,4.9999
ONE NATION,PA-SEN,Economy & Labor,2024_10/08-10/13,2024_10,15.62489
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/15-10/20,2024_10,1487.4983
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/15-10/28,2024_10,120078.0716
WINSENATE,NV-SEN,Economy & Labor,2024_10/29-11/03,2024_11,9.9999
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_10/15-10/28,2024_10,29.999695
LCV,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,7.499995
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,5621.86492
SENATE LEADERSHIP FUND,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,25147.4969
WINSENATE,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,40074.98058
ABC PAC,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,1134.37272
DSCC,PA-SEN,Abortion,2024_10/22-11/04,2024_10,17754.98788
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_10/29-11/11,2024_11,329.9982125
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/01-10/06,2024_10,2.5
ABC PAC,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,2358.118343
AFP ACTION,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,302.4993
AFSCME,NV-SEN,Economy & Labor,2024_10/22-11/04,2024_10,1547.4992
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_11,24609.9933
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/08-10/21,2024_10,23679.99324
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,124544.327
BOB CASEY US SENATE,PA-SEN,Education,2024_10/29-11/03,2024_11,29.99989
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/08-10/21,2024_10,2661.246005
WINSENATE,PA-SEN,Abortion,2024_10/08-10/21,2024_10,139998.6854
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/29-11/11,2024_11,1001.24621
BOB CASEY US SENATE,PA-SEN,Education,2024_10/15-10/20,2024_10,37.4997775
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,142.4994325
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/22-11/04,2024_10,4565.620658
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/15-10/20,2024_10,83093.08339
DSCC,NV-SEN,Economy & Labor,2024_10/29-11/11,2024_11,1174.9992
DSCC,NV-SEN,Abortion,2024_10/22-10/27,2024_10,654.9993
NRSC,NV-SEN,Economy & Labor,2024_10/15-10/20,2024_10,9442.4975
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/15-10/20,2024_10,4972.4967
WINSENATE,NV-SEN,Abortion,2024_10/29-11/03,2024_11,96769.9855
BOB CASEY US SENATE,PA-SEN,Education,2024_10/08-10/13,2024_10,29173.72619
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_11/05-11/11,2024_11,29.9997
DAVE MCCORMICK US SENATE,PA-SEN,Immigration,2024_10/29-11/04,2024_10,2.5
ABC PAC,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,761.8725975
DSCC,NV-SEN,Abortion,2024_10/29-11/04,2024_10,3029.997
NRSC,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_11,239.9988
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/08-10/14,2024_10,77017.4871
WINSENATE,NV-SEN,Abortion,2024_11/05-11/11,2024_11,68129.9886
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/29-11/04,2024_10,22804.98111
DUTY AND HONOR,PA-SEN,Immigration,2024_10/22-10/27,2024_10,2.4999975
NRSC,PA-SEN,Immigration,2024_10/29-11/11,2024_11,7.5
AFP ACTION,NV-SEN,Economy & Labor,2024_10/08-10/14,2024_10,1572.4971
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/15-10/20,2024_10,6084.369905
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,32.4999975
NRSC,PA-SEN,Economy & Labor,2024_10/08-10/13,2024_10,31834.98911
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/29-11/11,2024_11,424.999
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/29-11/03,2024_11,806.872905
NRSC,NV-SEN,Economy & Labor,2024_10/15-10/28,2024_10,10222.4978
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/15-10/28,2024_10,5
DAVE MCCORMICK US SENATE,PA-SEN,Abortion,2024_10/15-10/20,2024_10,309.99925
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_10,38104.9903
DSCC,PA-SEN,Immigration,2024_10/22-10/27,2024_10,31901.87101
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/08-10/13,2024_10,14.9998
ONE FOR ALL COMMITTEE,PA-SEN,Abortion,2024_10/29-11/04,2024_10,3418.739525
ONE NATION,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,9.999995
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_10,96837.4799
TOGETHER FOR NV FUTURE,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,7292.4964
WINSENATE,NV-SEN,Abortion,2024_10/15-10/28,2024_10,6684.9959
NRSC,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,50090.60954
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,533.748465
AMERICAN CROSSROADS,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,8441.866928
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/01-10/06,2024_10,19.99999
DAVE MCCORMICK US SENATE,PA-SEN,Immigration,2024_10/08-10/14,2024_10,433.7497
DSCC,PA-SEN,Abortion,2024_11/05-11/11,2024_11,9341.869338
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/01-10/07,2024_10,47282.4791
LCV,PA-SEN,Economy & Labor,2024_10/01-10/07,2024_10,33902.48132
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,2520.616965
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/29-11/03,2024_11,347.4988
WINSENATE,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,7.5
WINSENATE,NV-SEN,Economy & Labor,2024_10/08-10/14,2024_10,25159.9964
FORWARD BLUE,PA-SEN,Abortion,2024_10/22-11/04,2024_10,354.9987575
ONE NATION,NV-SEN,Economy & Labor,2024_10/22-10/28,2024_10,20
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_10/15-10/20,2024_10,24.9998
LCV,PA-SEN,Economy & Labor,2024_10/08-10/13,2024_10,39241.23025
ABC PAC,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,806.24738
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_10/29-11/04,2024_11,8587.496855
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/29-11/04,2024_11,1681.869875
BOB CASEY US SENATE,PA-SEN,Education,2024_10/15-10/21,2024_10,18984.98558
DUTY AND HONOR,PA-SEN,Immigration,2024_10/29-11/03,2024_11,2.5
NRDC,PA-SEN,Climate & Energy,2024_10/01-10/14,2024_10,20360.61053
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/15-10/21,2024_10,381381.6774
SENATE LEADERSHIP FUND,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_10,116199.9908
TOGETHER FOR NV FUTURE,NV-SEN,Economy & Labor,2024_10/29-11/11,2024_11,1924.9988
DSCC,PA-SEN,Abortion,2024_10/29-11/11,2024_11,56134.9765
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/15-10/28,2024_10,6114.9966
ONE NATION,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,9.9999975
SENATE LEADERSHIP FUND,PA-SEN,Economy & Labor,2024_10/29-11/11,2024_11,18.124585
WINSENATE,PA-SEN,Abortion,2024_10/01-10/14,2024_10,130272.4221
WINSENATE,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,2608.120503
ABC PAC,PA-SEN,Economy & Labor,2024_10/01-10/14,2024_10,1333.747033
BOB CASEY US SENATE,PA-SEN,Education,2024_10/15-10/28,2024_10,33.12458
FORWARD BLUE,NV-SEN,Abortion,2024_11/05-11/11,2024_11,302.4992
WINSENATE,NV-SEN,Abortion,2024_10/08-10/21,2024_10,1864.9975
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/29-11/04,2024_11,4624.994823
DSCC,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,24483.73855
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/29-11/04,2024_10,311500.3152
NRSC,PA-SEN,Economy & Labor,2024_10/15-10/20,2024_10,42402.48626
NRSC,NV-SEN,Economy & Labor,2024_10/01-10/06,2024_10,19072.4967
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/29-11/04,2024_10,94.9997
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_11,414.3723275
WINSENATE,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,7678.73892
AMERICAN CROSSROADS,PA-SEN,Immigration,2024_10/01-10/06,2024_10,1369.373595
DSCC,PA-SEN,Economy & Labor,2024_10/08-10/14,2024_10,146836.8064
DSCC,PA-SEN,Abortion,2024_10/22-10/27,2024_10,58921.84948
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/08-10/21,2024_10,5679.9984
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/29-11/04,2024_10,678.121455
TOGETHER FOR NV FUTURE,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_10,6702.4966
WINSENATE,PA-SEN,Abortion,2024_10/29-11/03,2024_11,81710.58343
DSCC,PA-SEN,Abortion,2024_10/29-11/03,2024_11,43442.48145
FORWARD BLUE,PA-SEN,Abortion,2024_10/15-10/20,2024_10,1229.99728
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/01-10/14,2024_10,239.99882
ABC PAC,PA-SEN,Economy & Labor,2024_10/08-10/21,2024_10,1423.747133
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/01-10/14,2024_10,29.9998775
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/22-11/04,2024_10,5288.74252
ONE NATION,NV-SEN,Economy & Labor,2024_10/08-10/13,2024_10,9.9999
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/08-10/21,2024_10,12.499895
FRONTIERS OF FREEDOM,PA-SEN,Abortion,2024_10/29-11/04,2024_10,63.1244475
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/29-11/03,2024_11,28689.9936
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_11,68222.4871
BOB CASEY US SENATE,PA-SEN,Education,2024_10/29-11/04,2024_11,44.9998775
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_11/05-11/11,2024_11,137.4991
SAM BROWN US SENATE,NV-SEN,Immigration,2024_10/15-10/20,2024_10,2.5
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,PA-SEN,Climate & Energy,2024_10/15-10/21,2024_10,26393.72124
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/22-10/28,2024_10,4443.116998
LCV,PA-SEN,Economy & Labor,2024_10/08-10/14,2024_10,184578.0319
SENATE LEADERSHIP FUND,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_11,77807.4934
WIN IT BACK,NV-SEN,Economy & Labor,2024_10/01-10/07,2024_10,103389.9803
BOB CASEY US SENATE,PA-SEN,Abortion,2024_11/05-11/11,2024_11,4925.620158
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/01-10/14,2024_10,8527.4962
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_11/05-11/11,2024_11,464.9988
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/08-10/13,2024_10,888.123605
AFP ACTION,NV-SEN,Economy & Labor,2024_10/01-10/14,2024_10,309.9995
DSCC,NV-SEN,Education,2024_10/29-11/03,2024_11,18534.9968
DUTY AND HONOR,PA-SEN,Immigration,2024_11/05-11/11,2024_11,2.5
WINSENATE,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,205688.5523
DSCC,NV-SEN,Abortion,2024_10/29-11/04,2024_11,1212.4985
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/22-10/27,2024_10,7923.112205
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/15-10/21,2024_10,24.9997825
PATRIOTS FOR A BRIGHTER AMERICA,NV-SEN,Immigration,2024_10/29-11/04,2024_10,6462.4986
AFSCME,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_10,3107.4981
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/01-10/07,2024_10,204.9990725
DSCC,NV-SEN,Education,2024_10/29-11/04,2024_10,4234.9943
NRSC,PA-SEN,Economy & Labor,2024_10/22-11/04,2024_10,157.4989825
SAM BROWN US SENATE,NV-SEN,Economy & Labor,2024_10/15-10/21,2024_10,102877.4894
ONE FOR ALL COMMITTEE,NV-SEN,Abortion,2024_10/08-10/14,2024_10,82.4994
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/22-10/27,2024_10,277.498645
AFP ACTION,PA-SEN,Economy & Labor,2024_10/15-10/28,2024_10,336.249685
DSCC,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_10,2314.9978
ENVIRONMENTAL DEFENSE FUND,NV-SEN,Climate & Energy,2024_10/15-10/21,2024_10,24524.9964
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/01-10/07,2024_10,55.6245925
NATL NURSES UNITED,PA-SEN,Abortion,2024_10/15-10/21,2024_10,5043.740803
NRSC,NV-SEN,Economy & Labor,2024_10/08-10/13,2024_10,1997.4975
ONE NATION,NV-SEN,Economy & Labor,2024_10/29-11/11,2024_11,2.5
ONE FOR ALL COMMITTEE,PA-SEN,Economy & Labor,2024_10/01-10/06,2024_10,1246.247918
NRSC,PA-SEN,Immigration,2024_10/29-11/03,2024_11,23.1248
BOB CASEY US SENATE,PA-SEN,Abortion,2024_10/08-10/13,2024_10,9.9999925
AFP ACTION,NV-SEN,Economy & Labor,2024_10/29-11/03,2024_11,104.9996
AFP ACTION,PA-SEN,Economy & Labor,2024_10/22-10/28,2024_10,1559.997555
AMERICANS FOR PROSPERITY,NV-SEN,Economy & Labor,2024_10/08-10/14,2024_10,44599.9945
DUTY AND HONOR,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,49.9997
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/08-10/14,2024_10,103154.9795
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/01-10/14,2024_10,15959.9942
LCV,PA-SEN,Economy & Labor,2024_10/15-10/21,2024_10,235809.2687
SAM BROWN US SENATE,NV-SEN,Abortion,2024_10/01-10/14,2024_10,7607.4986
WINSENATE,NV-SEN,Economy & Labor,2024_10/29-11/04,2024_11,19.9997
ABC PAC,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,815.6224275
SENATE LEADERSHIP FUND,PA-SEN,Immigration,2024_10/22-11/04,2024_10,124.999215
BOB CASEY US SENATE,PA-SEN,Economy & Labor,2024_10/29-11/03,2024_11,11234.36396
DSCC,PA-SEN,Immigration,2024_10/29-11/03,2024_11,74.99965
JACKY ROSEN US SENATE,NV-SEN,Abortion,2024_10/22-10/28,2024_10,58937.4764
JACKY ROSEN US SENATE,NV-SEN,Economy & Labor,2024_10/08-10/14,2024_10,32574.9884
KEYSTONE RENEWAL PAC,PA-SEN,Immigration,2024_10/01-10/14,2024_10,19.9997
KEYSTONE RENEWAL PAC,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,204.99914
NRSC,NV-SEN,Economy & Labor,2024_10/01-10/14,2024_10,17109.9967
NRSC,PA-SEN,Economy & Labor,2024_11/05-11/11,2024_11,94.3742
NRSC,NV-SEN,Economy & Labor,2024_10/22-10/27,2024_10,1782.499
